Nome da Faixa,Cantor ou Compositor,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Genero_Avant-Garde,Genero_Blues,Genero_Children's,Genero_Classical,Genero_Comedy/Spoken,Genero_Country,Genero_Easy Listening,Genero_Electronic,Genero_Folk,Genero_Holiday,Genero_International,Genero_Jazz,Genero_Latin,Genero_New Age,Genero_Pop/Rock,Genero_R&B,Genero_Rap,Genero_Reggae,Genero_Religious,Genero_Stage & Screen,Genero_Vocal,Quadrante_Q1,Quadrante_Q2,Quadrante_Q3,Quadrante_Q4
Luna de Fuego,Gipsy Kings,1.612,0.964,1.198,1.676,4,0.308,-29.172,2,0.0622,203.436,8,1.812,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Maimed and Slaughtered,Discharge,3.8e-06,0.326,0.98,0.0132,1,0.31,-3.169,0,0.0906,155.764,4,0.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Mais Que Nada,Sergio Mendes,2.096,2.548,1.972,6.08e-05,0,0.544,-52.376,0,0.1928,355.184,16,3.728,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Mama of Mine,2XL,0.146,0.703,0.736,0.0,6,0.101,-6.062,1,0.199,147.348,4,0.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Mambo Beat,Tito Puente,1.124,1.11,1.334,0.01766,4,0.1314,-19.798,2,0.0774,211.76,8,1.45,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Mandy; Make up Your Mind,Sidney Bechet,0.418,0.308,0.464,2.49e-06,10,0.143,-9.032,1,0.0279,103.734,4,0.318,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Maple Leaf Rag,Scott Joplin,0.991,0.406,0.226,0.882,8,0.245,-22.866,1,0.0477,116.267,4,0.937,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Marble Halls,Enya,2.949,0.753,0.25229999999999997,0.0744,30,0.321,-66.69300000000001,3,0.1716,286.251,9,0.45299999999999996,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Me and Jesus,Tom T. Hall,1.672,1.1,1.016,7.38e-05,14,0.794,-29.176,2,0.0654,301.95,8,1.792,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Me; Myself and I,Billie Holiday,0.036000000000000004,1.6710000000000003,2.322,0.0,21,1.1880000000000002,-15.825000000000001,0,1.053,335.92499999999995,12,1.191,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Meet Mister Callaghan,Chet Atkins,1.884,1.156,0.854,1.678,0,0.23,-18.076,0,0.067,242.958,8,1.616,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Melao de Caña,Celia Cruz,0.635,0.629,0.559,0.0226,0,0.0819,-10.124,0,0.0374,140.501,4,0.951,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Memories of Mother,Ricky Skaggs,1.556,1.206,0.518,0.0001424,10,0.24,-23.046,2,0.0968,403.05,8,0.29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Messin' with the Kid,Buddy Guy,0.812,0.723,0.738,0.0108,5,0.0829,-8.571,1,0.0442,120.094,4,0.809,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mi Buen Amor,Gloria Estefan,0.826,1.228,0.776,0.0,0,0.818,-20.282,2,0.075,239.87,8,1.19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Mi Vida,Gipsy Kings,0.666,1.504,1.588,1.662e-05,16,0.1342,-25.446,0,0.1016,183.876,8,1.414,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Midnight Creeper,Elton John,0.1392,2.016,2.586,0.0036,12,0.528,-19.464000000000002,3,0.1476,408.86400000000003,12,2.541,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Mil Besos,María Victoria,0.544,0.73,0.382,1.348e-05,8,0.1086,-30.644,2,0.0794,171.046,8,0.498,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Milagro,Gloria Estefan,1.566,2.355,1.896,0.0,6,0.2121,-21.96,3,0.1056,455.59800000000007,12,2.889,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Million Dollar Secret,Helen Humes,1.602,1.296,0.1342,0.0,12,0.558,-38.352,2,0.214,207.384,8,1.06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Mind Seduction,Disharmonic Orchestra,0.0001604,0.214,1.612,1.454,20,0.214,-26.436,0,0.1538,341.84,8,0.512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Miracle,Céline Dion,1.698,0.632,0.502,7.54e-06,12,0.216,-22.582,2,0.0712,251.914,8,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Misery Man,Force of Evil,0.1794,1.584,2.8289999999999997,0.0,18,0.867,-16.41,0,0.2532,299.90999999999997,12,1.365,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Mississippi Blues No. 2,Stefan Grossman,2.733,1.8119999999999998,0.645,2.748,27,0.2943,-40.269,3,0.1428,248.481,12,1.6620000000000001,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Misty,Joe Pass,0.994,0.429,0.0211,0.949,8,0.145,-25.943,1,0.0699,73.2,4,0.407,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Modulation,Ani DiFranco,1.346,1.354,0.89,0.43,14,0.28,-21.784,0,0.0622,162.416,8,1.048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Moment Made for Worshipping,Steven Curtis Chapman,0.867,0.744,2.379,0.0,33,0.324,-15.705000000000002,3,0.1053,310.278,12,0.672,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
Moment's Pause,Steven Halpern,2.973,0.741,0.00924,2.814,15,0.30300000000000005,-86.043,3,0.17550000000000002,219.471,9,0.1023,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Moog Island,Morcheeba,0.877,0.369,0.242,0.521,4,0.112,-15.121,0,0.0335,109.86,4,0.0699,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Moondance,Kitaro,1.809,1.146,0.75,0.45899999999999996,18,2.007,-32.07,0,0.09390000000000001,305.967,9,0.471,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
More Than a Girl,Lyfe Jennings,0.169,0.493,0.774,0.0,6,0.34,-7.16,0,0.376,82.984,4,0.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mortuary Love Affair,Pungent Stench,2.06e-05,0.514,1.842,0.01388,4,0.288,-11.444,2,0.202,222.85,6,0.386,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Mother's Last Farewell Kiss,Charlie Poole & the North Carolina Ramblers,2.901,1.9500000000000002,0.684,0.0,15,0.30300000000000005,-30.692999999999998,3,0.0957,259.5,12,1.6830000000000003,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mountain to Sound,Spoon,0.108,0.446,0.48,0.00712,9,0.0854,-6.751,1,0.0346,135.27,3,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Mr. Smooth,Michael Franks,0.54,1.66,0.856,7.5e-05,20,0.316,-22.78,0,0.1888,189.66,8,0.848,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Mujer de Arena,Oscar D'León,0.649,0.822,0.633,0.0,7,0.0912,-8.67,0,0.041,100.155,4,0.951,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Murkin Season,Plies,0.00888,0.679,0.73,0.0,9,0.221,-5.116,1,0.165,80.997,4,0.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
My Girl,Smokey Robinson,0.94,1.28,1.004,0.0,0,0.77,-17.808,0,0.065,170.01,8,1.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
My Home Is a Prison,Lonesome Sundown,1.182,0.735,1.593,4.59e-05,27,0.798,-33.756,3,0.1272,200.80800000000002,12,1.509,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
My Last Affair,Billie Holiday,2.811,2.085,0.675,0.000393,0,0.312,-38.112,3,0.123,276.97799999999995,12,1.7159999999999997,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
My Life,Agnostic Front,0.000142,0.432,0.98,0.00017,1,0.513,-4.348,1,0.135,91.128,4,0.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
My Sweet Prince,Placebo,0.516,0.444,0.226,0.0386,10,0.1,-16.118,1,0.0353,121.783,3,0.0426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Mysterious Encounter,Kitaro,1.77,0.534,0.5880000000000001,2.7,18,0.315,-43.923,0,0.1059,315.44399999999996,12,0.09690000000000001,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mírala Como Se Menea,Oscar D'León,0.555,0.826,0.749,0.0,7,0.0787,-6.115,1,0.044,95.171,4,0.956,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Nailed to the Gun,Fight,0.00434,0.938,1.968,0.564,4,0.654,-7.29,2,0.1712,183.496,8,0.462,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Narcoleptic,Placebo,0.134,0.513,0.389,0.00041,8,0.106,-10.416,1,0.0265,98.764,4,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Naughty Girl,Beyoncé,0.474,1.176,0.922,3.08e-05,12,0.1826,-17.372,0,0.322,400.106,8,1.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
New Strings,Miranda Lambert,0.223,0.539,0.82,1.05e-06,9,0.154,-3.913,1,0.0363,104.033,4,0.56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
New World,Jerry's Kids,0.0502,0.291,0.982,0.102,5,0.253,-4.493,1,0.107,101.841,4,0.0834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Next Door,Anthony B,0.686,0.784,0.398,0.329,7,0.346,-12.599,1,0.0357,105.024,4,0.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Nico Lost One Small Buddha,Joe Henry,0.746,1.056,1.332,1.238,8,0.978,-22.768,0,0.1068,197.438,8,1.26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Nie Wieder,Sido,0.0442,0.782,0.774,0.0,4,0.297,-4.325,1,0.34,90.018,4,0.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Night Wind,David Arkenstone,0.134,0.442,0.353,0.435,4,0.0911,-13.255,0,0.0308,140.063,3,0.283,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Night and Day,Ella Fitzgerald,1.484,0.884,0.404,0.0,16,0.1282,-29.248,2,0.1002,233.818,8,0.812,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
No Coman Cuento,Joe Cuba,0.695,0.558,0.184,0.0,2,0.181,-27.409,1,0.037,99.816,4,0.96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
No Draw No Blood,Lutan Fyah,0.0825,0.797,0.821,0.0,11,0.134,-6.543,0,0.305,95.754,4,0.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
No Man Army,The Prodigy,0.00553,0.625,0.99,0.757,4,0.0795,-4.805,0,0.0551,108.2,4,0.226,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
No One Can Do It Better,The D.O.C.,0.0455,0.729,0.819,0.0,8,0.315,-6.936,1,0.292,94.142,4,0.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
No Sympathy,Peter Tosh,0.015,0.735,0.521,1.16e-05,11,0.0842,-11.064,0,0.13,78.249,4,0.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
No Vacation from the Blues,Travis Tritt,0.231,0.663,0.768,0.00207,7,0.237,-6.137,1,0.0294,114.093,3,0.545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nobody Gets Out Alive!,Alec Empire,0.000103,0.364,0.952,0.801,10,0.366,-9.203,0,0.0831,176.99,4,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Northern Lights,Kenny G,1.944,1.734,0.9570000000000001,2.028,15,0.25949999999999995,-41.784000000000006,3,0.1107,278.46299999999997,12,0.9930000000000001,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Not Counting You,Garth Brooks,0.00494,0.527,0.411,1.51e-06,4,0.141,-17.037,1,0.0517,161.014,4,0.943,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nothing,Pennywise,0.000376,0.852,1.948,0.000598,12,0.586,-7.706,0,0.1664,350.058,8,1.362,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
O Christmas Tree (O Tannenbaum),The Chipmunks,1.656,0.592,0.452,0.0674,6,0.21,-20.132,2,0.0586,147.876,8,0.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
O Come; O Come; Emmanuel,Nicole C. Mullen,1.328,0.9,1.312,6.04e-06,4,0.518,-14.098,2,0.0944,213.22,8,1.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
O Holy Night,Il Divo,3.912,0.524,1.604,0.0468,12,0.56,-31.896,4,0.1556,345.468,16,0.3408,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
O Holy Night,Paul Potts,1.628,0.414,0.796,0.01438,6,0.222,-12.336,2,0.0644,143.864,6,0.24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
O Superman (For Massenet),Laurie Anderson,2.871,2.415,0.0726,0.393,0,0.312,-61.791000000000004,0,0.1692,447.11400000000003,12,0.885,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Ode to a Butterfly,Nickel Creek,0.103,0.361,0.707,0.362,9,0.361,-8.796,1,0.0303,138.843,4,0.557,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Of Devilish Tongues,...And Oceans,0.0017130000000000001,0.6990000000000001,2.58,1.131,24,0.0804,-21.366,3,0.34500000000000003,509.949,12,0.492,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Oh; Lady Be Good,Peter Sellers,0.1034,1.616,1.578,0.0,14,0.1638,-11.76,0,0.472,272.02,8,0.93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Omotepe,Joe Strummer,0.545,0.766,0.37,0.718,7,0.0578,-16.898,1,0.0557,98.426,4,0.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
On Nature,Matisyahu,0.0592,1.548,1.64,0.00024,4,0.294,-11.548,2,0.1702,194.016,8,1.304,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
On the Road Again,Floyd Jones,0.993,0.427,0.383,0.933,9,0.112,-14.624,1,0.0293,67.402,4,0.501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
One; Two; Button Your Shoe,Billie Holiday,0.354,2.1719999999999997,1.7189999999999999,0.0,21,1.614,-12.339000000000002,3,0.16469999999999999,339.264,12,1.314,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Only Two Can Play,High Contrast,0.00922,0.636,0.985,0.000145,6,0.358,-5.536,0,0.16,172.952,4,0.666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Open Letter,Cro-Mags,0.00019,0.517,0.992,2.17e-05,6,0.0934,-4.023,0,0.0763,107.803,4,0.599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Open up the Back Door,Hank Ballard,1.62,1.196,1.778,0.01064,8,0.564,-8.092,2,0.1332,208.77,8,0.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Overripe,DDT,2.62e-05,0.574,1.942,0.1846,22,1.948,-7.5,2,0.1214,186.742,8,0.744,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Oye Como Va,Tito Puente,1.494,1.316,1.476,0.0121,14,0.1248,-13.434,2,0.063,246.522,8,1.926,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Pachelbel's Canon,Steven Halpern,2.856,0.23099999999999998,0.2352,2.9459999999999997,0,0.1824,-78.885,3,0.0987,236.091,12,0.10350000000000001,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Panis Angelicus,Josh Groban,2.739,0.342,0.41100000000000003,0.00504,21,0.2961,-45.036,3,0.11220000000000001,214.81799999999998,12,0.2097,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Parchman Farm Blues,Claude King,0.803,0.664,0.347,0.00102,10,0.103,-13.834,1,0.143,107.732,3,0.517,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Passivist,Everyday Madness,0.0624,1.242,2.928,0.384,30,0.2751,-18.672,3,0.2757,351.44100000000003,12,1.0859999999999999,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Pavanne (The Lamp Is Low),Erroll Garner,1.764,1.2,0.424,0.332,6,0.306,-33.12,2,0.0892,220.044,8,1.178,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Peace and Love Dub,Augustus Pablo,0.0755,0.68,0.498,0.893,8,0.0739,-10.564,1,0.103,134.058,4,0.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Peak Performance,Steven Halpern,3.848,0.956,0.428,3.484,0,0.472,-102.9,4,0.1816,307.896,16,0.612,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Peer Pressure,Corrupted Morals,0.0581,0.405,0.906,0.0,4,0.359,-3.718,1,0.0423,126.868,5,0.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Pennywise,Pennywise,0.00527,0.347,0.983,0.0,9,0.19,-4.023,1,0.0915,94.277,4,0.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Penélope,Diego Torres,0.242,0.641,0.408,0.0,9,0.0755,-9.829,1,0.0275,99.025,4,0.393,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Perfect Moment,Martine McCutcheon,0.733,0.499,0.435,5.27e-06,1,0.135,-8.032,1,0.0301,142.028,4,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Peroxide,Subhumans,0.0111,0.332,0.948,0.00219,9,0.0966,-11.208,1,0.0778,151.314,4,0.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Persian Love Song,Dead Can Dance,2.889,0.43799999999999994,1.065,0.000585,21,2.175,-39.075,3,0.357,556.395,12,0.279,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
Phat ('N' All Dat),Onyx,0.0967,0.796,0.525,0.0,6,0.168,-12.104,1,0.323,90.011,4,0.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Piece for Solo Flute,Dead Can Dance,2.982,0.762,1.071,2.322,27,2.133,-54.833999999999996,3,0.375,389.20799999999997,12,0.786,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
Plan Out,Jah Mason,0.0873,0.584,0.712,0.0,9,0.0533,-5.465,0,0.339,79.349,4,0.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Please Don't Stop,Keyshia Cole,0.206,1.264,1.762,0.0,16,0.524,-7.282,0,0.1546,241.482,8,0.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Please Mr. Johnson,The Cadillacs,1.552,1.364,0.78,0.0,10,1.454,-24.904,2,0.1942,318.514,8,1.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Poison,Maxim,0.0199,0.741,0.332,0.659,7,0.0773,-9.406,1,0.105,143.976,4,0.344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Poor Boy Blues,Doc Watson,3.048,2.164,2.02,0.00424,8,2.788,-43.104,4,0.1396,451.384,16,3.452,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pops Rap III...All My Children,Common,0.225,0.815,0.523,0.161,4,0.0944,-8.943,0,0.179,91.64,4,0.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Por Fin,Los Dandy's,1.786,1.232,0.82,0.0001444,12,0.762,-16.8,2,0.0678,196.084,8,1.176,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Postfuturistika,...And Oceans,3.96e-05,0.5640000000000001,2.622,0.2991,27,0.534,-18.363,3,0.18180000000000002,359.217,9,0.23249999999999998,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Pretty Paper,Willie Nelson,1.486,1.076,0.1568,0.234,4,0.206,-37.222,2,0.085,180.758,6,0.524,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prevails,Still Breathing,1.28e-05,0.902,1.918,0.606,18,0.702,-8.366,2,0.332,226.012,8,0.1982,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Prologue,Loreena McKennitt,1.468,0.51,0.398,0.442,20,0.206,-35.358,2,0.067,334.52,8,0.08,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Pulling Rabbits Out of a Hat,Sparks,0.0226,0.586,0.685,0.0042,9,0.0677,-11.059,1,0.0316,157.37,4,0.777,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Push 'Em Off,Tear Da Club Up Thugs,0.0329,0.744,0.878,4.2e-05,11,0.063,-4.594,0,0.254,189.965,4,0.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Push Up on Me,Monrose,0.0332,0.712,0.908,0.0,7,0.16,-5.877,1,0.107,110.017,4,0.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Pussyole (Old Skool),Dizzee Rascal,0.0579,0.732,0.812,0.0,9,0.31,-4.056,1,0.132,113.043,4,0.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Put 'Em Down Blues,Louis Armstrong,0.924,0.61,0.393,0.0115,7,0.182,-11.365,1,0.134,95.215,4,0.88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Pyramids,Kraut,4.27e-06,0.332,0.91,0.000419,11,0.0869,-11.177,0,0.0614,118.621,4,0.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Que Rico el Mambo,Pérez Prado,1.46,1.444,1.252,0.298,10,0.1694,-19.026,2,0.228,213.834,8,1.332,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Racetrack Blues,Lightnin' Hopkins,0.992,0.574,0.0481,0.15,4,0.12,-21.229,0,0.0497,113.005,4,0.517,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Radiance,Steven Halpern,2.919,0.618,0.17550000000000002,2.928,15,0.24480000000000002,-74.715,0,0.12029999999999999,206.76,12,0.1026,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Rats!Rats!Rats!,Deftones,4.46e-06,0.201,0.929,0.876,4,0.369,-4.603,1,0.0423,82.094,5,0.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Read,Product,0.307,0.495,0.0454,0.825,9,0.0662,-10.899,0,0.377,82.918,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Ready to Rumble,Mystikal,0.014,0.745,0.8,0.000791,4,0.0766,-5.272,0,0.32,88.903,4,0.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Really and Truly,Sizzla,0.155,0.701,0.492,0.0,9,0.155,-9.654,0,0.302,128.844,4,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
